G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,POSTSEASON,YEAR
35,24,115.2,98,0.865,54.2,46.8,18,16.6,34.7,32.6,40.9,29,52.8,47.5,39.1,30.2,68.1,2.2,2,2013
32,16,95.4,110.5,0.1549,48.4,50.2,18.8,19.4,28.8,30.8,27.6,26.5,49.8,49.7,30.6,34.1,69.8,-13.6,0,2023
29,10,97.5,107.4,0.2462,48.2,52.5,18.3,19.3,25.7,31.2,40.9,43.3,49.4,52.7,30.5,34.7,70.3,-12.9,0,2014
35,26,109.2,93,0.8624,50.7,46.7,20.2,17.4,35.9,26.3,38.4,36.1,50.2,45.3,34.3,33.2,64.7,4.7,3,2013
32,25,107.6,85,0.9381,51.1,43,20.1,22.4,30.4,31,36.8,35.3,50.2,41.4,35.3,30.7,62.5,6.6,2,2013
30,9,94.9,102.4,0.2941,46.3,52.1,18.8,22.3,28.9,32.7,29.6,41.8,46.5,51.7,30.7,35.3,67.2,-15.7,0,2017
28,6,96.3,102.4,0.329,46.8,49.6,19.2,17.2,27.1,29.7,38.5,47.5,48.2,47.9,29.8,35.4,70.6,-15.4,0,2016
32,14,96.4,112.7,0.1423,48.4,52.8,18,19.3,27.1,33.7,32.5,40.9,46.5,52.2,34.4,35.9,69.8,-13.7,0,2017
28,12,100.8,108.1,0.308,51,52.7,19.9,17.1,27.2,31.1,31.7,32.8,51.7,50.1,33.2,37.8,68.5,-11.8,0,2019
33,20,101.8,97.7,0.6178,55.8,46.4,23.1,19.6,26.5,29.7,35,40.7,55.1,45.7,37.9,31.9,61.4,-5.5,2,2014
32,13,104.8,98.1,0.6826,47.8,50.9,19.3,17.1,31.8,26.4,41.5,35.2,46.5,51.1,33.6,33.8,68.7,-5.7,0,2015
30,9,92.1,102.5,0.2259,45.8,50.1,20,22,30.3,32.5,30.3,41.7,44.1,49,33.6,35,63.7,-15.8,0,2013
28,19,105.7,103.7,0.5529,51.6,48.2,18.6,15.8,37,27.9,25.6,29.4,51.6,48.3,34.4,31.9,71.1,-5.4,0,2022
30,10,98.5,114.5,0.15,49,54.9,18.4,18.6,26.6,30.2,36.8,35.4,49.2,52.8,32.5,38.8,69.3,-16.3,0,2019
32,13,100.9,102.3,0.4593,46.5,49.1,20.5,19.9,33.6,33.7,31.5,33.2,45.2,48.4,32,33.7,64.6,-11.6,0,2015
20,13,112.9,100.3,0.7959,55.5,49.3,17.3,16.2,28.3,22.2,27.1,28.9,56.9,48.7,36,33.4,63.3,-2.1,0,2021
34,23,116.9,96.8,0.898,54.6,50.3,19.2,19.5,34.7,29.6,32.7,32.1,53.4,48.4,37.7,35.7,69,4.5,2,2019
30,15,107.4,114.4,0.3279,55.1,54.8,20.6,17.4,25.9,34.2,41.6,31,53.8,55.5,37.9,35.8,66.8,-11.3,0,2023
35,19,112.5,98.1,0.8285,49.2,48.1,14.3,19.3,28.5,32.1,33,30,48.6,46.9,33.4,33.8,68,0,0,2019
27,7,94.1,108.4,0.1635,48.9,53.5,22.2,20.1,26.6,34.2,34.1,31.9,48.8,53.1,32.8,36,62.3,-13.8,0,2015
31,21,100.8,100.7,0.5035,49.7,48.1,16,16.5,26.1,23.7,35.7,30.7,45.5,45,38.2,36.2,61.5,-3.9,2,2015
32,16,103.5,98.7,0.6337,49.8,51.4,22.3,16.4,33.8,22.9,29.9,29,49.2,52.9,33.9,32.7,66,-3.2,0,2022
32,9,104.1,101.9,0.5618,51.6,53.2,20.1,17.2,25.6,24.2,29.6,39.6,49.1,53.2,37.4,35.4,72.5,-9.8,0,2017
34,21,107.6,106,0.5439,50.7,50.8,20.4,18.9,35.1,33.7,43.6,32.4,52.3,47.6,31.7,37,67.4,-4.4,0,2018
31,23,109.5,100.9,0.7186,51.2,47.5,15.9,19.9,32.1,30.1,35.6,55.2,51,46.1,34.4,33.9,71.3,-0.7,2,2016
28,5,99.2,120.6,0.095,45,54.3,18.7,19,32.3,35.9,42.3,43.6,43.4,53,32.1,38.1,66.8,-18.7,0,2014
31,12,98.8,106.1,0.3053,50.6,48.3,22.1,18.6,31,38.1,29.7,36.5,50.2,47,34.2,34.9,66.4,-12.1,0,2013
30,5,92.2,108.9,0.1295,44.9,55.3,22,19,27,29.5,42.6,37,44.5,52.6,30.5,39.4,70.2,-19.2,0,2018
30,9,93.5,101.1,0.2881,44,49.6,23.3,17.9,33.7,31,36.1,35.8,43.2,47.7,31,35.7,65.4,-11.7,0,2013
23,11,105.9,98.5,0.6957,50.1,49.3,21.6,19.5,28.2,31.5,30.7,33.6,47.9,49.4,35.5,32.7,66.9,-3.1,0,2021
31,8,93.9,105.7,0.2029,45.3,50.8,17.8,21.1,29.2,34.6,35.8,46.4,46.7,51.3,27.9,33.2,66.1,-18.1,0,2014
20,16,105.3,104.2,0.5298,51.3,48.8,16.8,19.7,30.9,32.5,32.6,34.6,51,47.2,34.5,34.1,70.8,-3.3,0,2021
32,14,100.1,103.1,0.4171,46.6,50.5,22.8,21,38.3,32.9,35.2,45.8,45.8,50.4,32.1,33.8,66.7,-10.1,0,2013
31,11,97.5,106.7,0.2613,47.1,51.3,19.2,16.8,24.4,32.7,37.6,30.5,43.2,49.2,37,36.3,67.1,-13.3,0,2017
27,13,95.3,102.8,0.2955,50.5,47.6,20.6,19,20.6,31.1,36.2,35.1,50.3,47.6,33.9,31.7,69.1,-11.7,0,2017
33,17,107.4,99.3,0.7113,49.3,49.8,15.9,18.7,27.7,32.4,25.6,31.5,47.2,50.5,35,32.4,68.4,-3.3,0,2018
33,14,109.6,99.8,0.745,49.4,50.5,18.4,17.1,31.3,28.1,36.3,33.4,47.6,46.9,34.6,38,63.1,-5.8,0,2015
28,15,101.4,101.5,0.4973,48.5,50.8,20.8,20.1,34.3,34.9,33.9,32,50.5,50.4,29.9,34.2,64.4,-8.1,0,2019
36,26,104,90.3,0.8366,47.2,42.5,18.4,18,33.9,27.2,42.5,31.3,46.3,41.6,32.6,29.4,65.9,0.1,0,2016
29,19,96.2,105.2,0.2631,48,50,21.8,22.5,32.8,34.2,36,40.4,47.2,50.5,33.3,32.7,69.7,-8.7,0,2019
29,14,93,104.8,0.2017,48.3,47.8,21.5,19.7,33.5,31.5,37.1,36.6,48.3,48.7,32.4,30.9,73.3,-13.2,0,2019
27,22,101.5,102.3,0.4749,51.2,51,16.6,24.3,26.8,30.2,25.6,32.2,49.6,51.8,35.8,33,75.1,-3.8,0,2021
29,19,104.9,99.9,0.6362,54.3,49.2,20.8,20.9,25.6,31.4,49.6,31.2,51.5,48.9,39.8,33.3,64.7,-2.6,3,2013
31,12,102.2,106.1,0.393,48.4,50.9,18,19.2,28.2,34.7,29.9,34.1,45.2,53,35.6,31.6,61.9,-10.8,0,2015
32,21,104.2,100.1,0.614,49.3,47.2,18.4,19.5,31.6,29.5,32.4,32.2,48.6,46.1,33.8,32.6,63.8,-4.2,0,2015
33,19,107.9,95.9,0.7961,48.1,47.2,18.6,16.7,28.9,28.2,40.7,34.2,48.3,45.4,31.8,33.6,68.5,0.3,0,2017
33,23,106.3,100.1,0.6646,48.4,48.8,15.1,21,30,29.7,37.7,46.4,47,48.4,34.4,33,69.8,-0.9,2,2016
30,10,103.6,111,0.3107,48.3,55,19.8,19.8,30.9,33.1,39.4,34.8,47.1,54.2,33.2,37.7,65.6,-13.8,0,2013
31,16,102.1,108.8,0.3266,48.8,48.3,18.3,16.6,29.5,32,32.8,35.9,46.9,48.9,34.6,31.5,63.6,-10.4,0,2015
30,4,86.7,111.6,0.0519,41,52.7,17.4,20,27.9,33.4,31.8,46.9,40.1,52.2,28.2,36,68.5,-22.5,0,2017
33,16,108.6,102,0.6737,51,51.1,17.7,17.9,28.1,30.7,39.7,29.1,49.7,48.7,35.3,37.5,64.2,-5.4,0,2013
32,13,97.5,104.5,0.3116,48.6,48.9,20.8,17.9,27.8,29.9,26,29.2,45.8,48,36,33.7,65.7,-14.4,0,2023
30,12,104.7,109.9,0.3625,51.7,54.2,16.4,19,25,30.2,30.1,40.9,50.5,50.9,36.4,39.8,71.5,-11.6,0,2016
24,18,98,104.1,0.3331,51,49.2,17.6,20.6,28.6,28,27.8,34.4,53,47.6,31.8,34.8,71.8,-4.1,0,2021
35,26,114.8,90.4,0.9396,49.8,48.4,20,25,42,27.1,46.2,55.3,50.3,47.7,32.5,33.1,70.9,7.4,2,2016
33,16,113.6,102.9,0.7561,48.5,50.6,16.1,15,36.3,30.4,38.9,29.7,46.9,47.5,34.8,37.4,68.5,-4,0,2016
31,6,97.5,106.7,0.261,45.8,52,18.9,16.1,25.3,35.9,34.5,29.7,44.9,49.9,32.2,37.4,71.4,-14,0,2016
30,11,104.3,110.6,0.3369,48.9,56.6,17.3,15.6,33.8,25.5,31.1,36.9,47.4,54.8,34.5,39.6,73.3,-14.9,0,2018
34,19,104.4,91.8,0.8142,48.2,46.1,20.4,19.8,34.1,26.6,39.1,39.9,48.7,44.2,31.7,33.3,66.6,-1.8,0,2017
35,21,105,103.2,0.5514,48,50.6,18.6,21.4,38.6,29,35.3,53.7,45.8,49,36.2,35.7,66.3,-6.4,0,2016
30,15,97.1,104,0.3128,49.1,51.8,19.5,19.9,28.4,27.6,32.3,40.3,48.2,50.2,33.8,36.2,64.7,-12,0,2017
36,29,121,89.7,0.9692,54.7,44,19.3,20.9,39,31.4,45.8,27,52,43.2,40.3,30.4,67.8,7.8,4,2013
35,23,111.4,97.9,0.8156,54.5,48.3,17.5,17.5,24.1,28.6,34.4,28.8,53.6,47,37,33.6,67.1,-1.5,0,2018
33,18,107.5,95.3,0.8007,47.5,45.6,19.2,14.5,34.8,28.9,40.1,27.7,47.4,43.1,31.8,33.2,65.6,-1.1,0,2018
30,10,99.8,117.1,0.1366,51.8,53.3,18.9,17.1,27.1,33.7,38.9,49.1,53,52.3,32.6,36.8,67.3,-15.3,0,2014
35,25,113.8,95.7,0.8808,48.8,48.2,18.3,20.9,36.7,30.4,45.1,34.7,48.8,47.2,32.6,33,66,3.7,2,2023
32,24,101,98.5,0.5698,50,48.5,19.6,20.7,33.2,24.7,34.4,39.5,50.8,49.2,32.4,31.6,66.4,-3.3,0,2019
35,23,117.2,98.3,0.8828,53.8,48,18.5,18.6,34.2,28.5,33,32.7,51.9,48.8,37.4,31.1,69.6,0.7,3,2013
25,16,111.3,95,0.8599,50.9,48.5,18.9,18.4,28.6,29.2,37.5,36.4,52.6,48.3,32,32.7,68.6,2.1,2,2021
18,8,96.6,106.1,0.2535,49,52.7,19.1,18.9,25.2,25.2,30.5,35.1,47.3,56.5,34.4,30.5,72,-8,0,2021
24,20,118.1,91.1,0.9521,54.9,44.9,16.3,15.1,29.4,24.8,28.9,24.5,53.3,42.3,38.7,33.5,66.9,7.2,5,2021
36,22,112.4,95.3,0.8698,51.6,45.7,17.2,18.7,33.5,32.8,36.3,33.3,51.1,44.7,34.9,32.2,67.6,-2.5,0,2013
28,14,99.1,105,0.341,49.8,53,18.5,20.3,30,28.6,32.9,33.7,48.1,51.9,35.3,36.9,68.4,-11.5,0,2018
32,11,105,108.8,0.3986,52.8,54.7,19.2,17.1,25.2,29.5,30.3,28.4,51.5,54.9,36.4,36.2,71.8,-12.2,0,2019
24,14,104.5,103.6,0.5247,48.1,51.5,13.7,19.1,30.3,29.2,28.9,30.1,48.4,51.7,31.8,34.1,70.5,-5.5,0,2021
27,11,95.4,108.5,0.1847,48.8,52.6,16.7,17.7,21.4,27.6,28.3,33.7,46.9,53.4,35.1,34.2,64.4,-14.1,0,2022
30,12,108.3,108,0.5092,53.4,50.1,17,15.8,18.1,30.4,45.9,39.1,50.8,48.4,37.2,35.4,65.6,-10.6,0,2016
36,29,112.4,90.8,0.9207,51.9,45.7,16.7,18.4,31.3,28.4,34.6,28.3,50.6,44,36.2,32.6,63,6.3,4,2013
33,20,106.1,103.7,0.5669,49.3,48.6,18.7,14.2,31.6,24.5,39.7,27.7,48.5,48.4,34.2,32.7,70,-5.2,0,2017
29,7,97.1,107,0.2464,45.7,51.3,19.2,16.6,28.5,27.1,36.7,41,44.9,48.1,31.8,38.7,66.4,-15.9,0,2015
35,22,108.8,106.6,0.5596,51.6,50.1,17.8,17.6,30.8,29.8,40.1,32.8,50.9,49.5,35.1,34.1,69.4,-8.1,2,2017
25,11,111.2,95.8,0.8484,47.9,53,16.3,19.7,31.9,24.8,27.8,33.5,45.8,53.9,33.8,34.5,69.1,-0.5,0,2021
32,9,92.1,109.9,0.1165,47.5,51.9,20.4,18.4,24.7,34.3,32.6,34.9,45,48.7,33.9,38.9,70.3,-18.1,0,2017
32,19,105.3,95.1,0.7643,48.4,49.2,16.3,24.6,31.7,33.5,35.1,44.4,50,46.9,30,35.9,71.2,-2.4,0,2013
36,22,112,96.4,0.8486,51.8,47,16.7,18.9,28.6,31.4,31.9,29.3,49.7,45.8,37.1,32.9,70.6,0.5,0,2018
35,24,108.8,107.2,0.541,50.5,45.7,17.5,12.8,34.6,30.8,53.2,38.1,49.2,45.2,35.7,31.1,65.6,-3.4,0,2014
29,19,100.9,110.5,0.2599,50.4,49.6,16.8,16.8,27,29,36.1,34,51.9,50.5,31.9,32.3,71,-10.7,0,2023
38,25,106.1,92.7,0.8254,51.6,43.6,22.2,15.7,36.9,27.9,34.5,29.7,51.9,42.7,33.9,30.3,67.2,-1.3,0,2013
31,14,109.7,108.2,0.5398,53.8,54.5,18,16.9,24.1,30.2,43.3,27.7,51.8,53.2,37.4,37.4,69.2,-9.3,0,2023
34,22,101.3,100.2,0.5312,50.5,47.7,18.2,19.9,28.2,29.6,36.8,36.1,50.1,47.4,34.1,32.1,63.5,-8.3,0,2017
33,18,107.9,97.7,0.7568,49.4,50.2,18.7,19.7,34,27.6,27.7,29.6,49.3,49.2,33.1,34.5,73.4,-2.6,0,2023
29,10,94.2,108,0.1713,46,51.9,17.9,18.9,29.4,29.8,23.3,32.4,45.4,52.7,31.3,33.3,66.7,-15.6,0,2022
33,17,115.2,101.8,0.8058,50.4,50.6,14.2,18.5,32.4,32.5,39.1,41.6,46.9,50,38.1,34.5,68.2,-1.8,0,2014
35,21,106.7,94.6,0.7997,52.1,46,15.6,21.1,22.2,33.4,32.9,33.5,52.8,46.2,34,30.3,62.2,-3.5,0,2015
32,14,100.9,101.5,0.4828,48.3,49.7,20.6,20.4,30.3,34.3,37.8,37.7,46.5,50.8,34.8,31.3,63.9,-8.8,0,2013
34,21,115.2,93.9,0.9132,50.8,48.7,14.3,20,28.7,30.5,32.6,32.4,47.6,46.6,37,35.2,68.5,1.4,3,2018
31,18,98.3,102,0.3946,48,47.5,20.2,18.3,34.2,29.3,38.6,39.6,47.6,46.7,32.6,32.4,67.5,-7.7,2,2014
29,10,97.9,110.8,0.194,53.1,53,21.3,18.1,21,29.5,25.5,43.6,52,52.1,36.1,36.4,63.9,-14,0,2016
37,31,116.1,89,0.9548,52.1,41.3,18.7,15.8,34.2,27.9,36.6,32.6,53.8,40.8,33.5,28.3,72.6,10.2,4,2023
29,10,100.4,103.8,0.4048,51.7,49.9,22.1,19.6,26.5,32.2,33.7,40.1,47.6,49,37.3,34.5,62.3,-13.2,0,2015
27,8,93.1,104.7,0.2053,45.7,49.8,19.9,19.1,26,29.9,30,34.1,44.9,47.9,31.6,35.1,69,-16.3,0,2017
33,30,111.8,98.2,0.8155,54.1,48.9,17.8,19.1,37,22.5,34.6,32.5,56.7,48,34,33.5,67.1,1.4,2,2019
31,28,106.8,95,0.7927,51.6,46,17.4,19,33.8,22.5,29.1,33,52,45.7,34,31.1,69.4,1.3,2,2018
28,6,96.1,109,0.1904,48.4,53.2,17.9,18.1,24.7,29,38.5,42.3,47.8,51.2,33.1,38.6,68,-16.2,0,2015
29,11,96.5,115.3,0.1144,49,55.3,18.8,17.8,24.9,30,28,29.3,46.8,55.5,34.6,36.7,64.6,-16.2,0,2018
31,7,90.5,109.4,0.1021,45.5,53,19.1,16.6,26.9,28.8,29.6,33.5,44.8,52.2,31.2,36.4,69.6,-18.8,0,2017
34,21,114.4,96.4,0.8771,51.7,48.6,16.4,14.8,27.6,25.2,27.2,28,48.2,48.7,39.3,32.4,64.6,2.4,4,2023
31,14,97.5,103.1,0.3451,49.5,52,20.3,19.7,31.4,26.6,38.4,37.8,47.5,52.3,35.4,34.1,66.2,-12.3,0,2013
30,9,94.8,102,0.301,46.2,48.6,21.6,18.6,28.2,32.5,34.9,36.6,45.9,49.1,31.1,31.7,70.4,-14.7,0,2015
29,6,94.7,107.8,0.1838,46.9,53,20.6,17,29.1,28.2,28.7,44.8,42.4,50.4,35.6,39.4,66.2,-17.9,0,2015
34,25,117.6,91.5,0.9469,51.4,45.7,16,19.6,36.7,28.5,34,38.8,50.5,44.8,35.5,31.6,69.4,6.9,3,2017
29,12,101.5,103.6,0.4413,46.5,52,22.2,20.4,35,29.8,42.9,40.3,45,49.2,33.2,38.3,64.6,-10.2,0,2013
33,21,105.4,96.4,0.7358,50.4,48.1,19.7,17.5,29.9,24.4,34.7,27,48.1,47.2,36.6,33.1,67.3,-0.3,0,2022
32,16,97.1,103.7,0.3209,46.7,52.2,22,21.3,33,28,39.2,35.9,45.3,53.2,33.2,33.4,67.2,-10.6,0,2017
28,8,101.4,112.1,0.2403,50.8,53.3,17.9,15.7,24.2,31.9,37.4,26,48.2,51.3,37.1,38,67.8,-14.1,0,2013
33,20,108.9,98.5,0.7601,52,48.7,20,19,28.1,30.7,40.5,28,52.4,47.2,33.9,34.3,71.3,-1,0,2016
28,10,98,112.6,0.1673,50,50.6,18.5,15.9,25.3,33.5,39,43.9,47.5,50.9,36.5,33.3,65,-14,0,2014
20,2,93.9,112.9,0.1075,49.8,55.8,20.9,19,22,26.1,34.1,43,48.6,53.8,34.8,39.3,70.9,-16.8,0,2021
30,6,98.6,105.7,0.3112,45,51.1,22.9,16.3,36.1,32.5,32.6,45.1,44.2,50,31.3,35.6,68.8,-13.2,0,2013
30,14,101.4,108.7,0.3093,50.8,52.2,20.8,14.5,32.9,24,27.5,25.8,50,51.6,34.9,35.7,62.2,-11.7,0,2023
31,11,101.6,102.6,0.4729,46.6,51.2,17,18,29.8,26.6,40.1,32.5,45.7,50.3,32.4,34.9,70,-10.9,0,2017
37,29,113.6,89.4,0.9406,50.6,45.4,16.2,20.7,31.8,28.2,35.5,29.5,49.4,43.6,35.6,32.4,65.3,7.2,5,2013
32,17,104.7,94.8,0.759,46.2,49.3,19.7,21,33.6,27.5,42.8,43.1,43.5,48.7,33.8,33.5,69.8,-3.1,0,2018
31,12,97.9,110.1,0.2072,48.8,51.8,17.9,18.1,30.3,30.3,36.9,32.8,48.4,51.5,33,34.9,66.7,-14.5,0,2014
31,11,110.4,101.6,0.7242,50.5,51.5,18.8,17.5,30.5,27.7,31.9,39,47.4,48.1,37.4,37.7,70.7,-7.9,0,2018
31,14,105.4,106.2,0.4774,51.5,50.5,18.8,17.2,27.5,30,34.5,34.6,50.9,49.8,35,34.5,70.3,-8.7,0,2018
30,8,89.3,102.1,0.1763,44.1,49.6,20.7,18.2,25.3,28.5,36.2,34.4,45,49,28.4,33.7,66.6,-17.3,0,2016
29,9,95.9,106.6,0.2288,46.6,50.2,21.4,17.5,31.5,32.8,36.7,38,45.1,50.3,33.5,33.3,66.7,-14.5,0,2013
37,28,115.4,89.3,0.9498,51.3,48.8,17,27.6,37.9,31.9,38.9,42.5,49.8,46.5,36.2,35.3,72.2,6.4,4,2017
30,12,96.1,114.5,0.118,46.6,52.7,18.3,19.3,26.9,34.7,32.1,35.2,43.1,52.1,35.8,35.8,68.7,-15.8,0,2023
30,10,95.6,108.4,0.1908,48.5,50.9,21.5,14.6,32.5,22.6,30,33,50.3,50.9,29.9,33.9,69.6,-16.9,0,2018
29,10,98.3,107.3,0.2674,47.8,52.5,18.2,20,21.3,33.5,34.4,42.5,45.6,51.7,33.5,36,70.7,-14.2,0,2018
35,27,121.3,98.4,0.9168,58.7,49.8,19.6,18.9,37.2,29.2,33.9,30.2,56.1,49,41.6,34.3,69.5,3.2,4,2016
27,8,97.9,107.9,0.2467,48.9,50.8,21.2,19.5,31.3,33.7,38,28.3,48.1,51.2,33.5,33.3,65,-14.7,0,2015
30,15,98.2,95.6,0.576,50.6,46.3,20.8,19.3,28.6,27.6,36.1,32.7,50.5,44.5,33.8,32.6,67.2,-8.5,0,2022
28,10,98.3,111.9,0.1845,49.4,54.2,19.2,18.8,29.6,33.6,35,32.9,47.5,56.8,36.9,32.8,69.5,-14.5,0,2018
32,17,101.3,99.3,0.5572,47.1,49.3,19.5,18.3,33.8,27,45.8,35.1,46.6,47.7,32,34.8,65.3,-7.9,0,2018
37,22,106.5,94.7,0.7946,46.9,47.6,17.4,17.6,32.5,26.9,28.8,38.8,47.1,46.5,31,33,69.4,-2.9,0,2019
26,8,107.9,113,0.3698,52.4,54.2,17.8,18.2,27,29.4,24.5,32,49.9,51.6,37.2,38.4,71.1,-13.6,0,2018
26,19,104.6,89.7,0.854,50.9,45.8,20.6,23.5,28.3,31.3,34,35.4,51.7,45.9,32.9,30.5,70,1.3,2,2021
26,16,101.2,100.1,0.5301,50.7,47.1,18.4,16.1,22.4,22.4,26.9,28.2,52.2,47.8,32.3,30.2,65.4,-6.8,0,2022
28,19,96.3,96.4,0.4973,49.3,45.6,23,22.9,30.6,31.1,45.5,38.8,48.8,45.7,33.6,30.4,64.3,-5.2,0,2013
31,7,92.4,111.3,0.1057,40.2,53.3,16.2,21.6,34.8,33.8,33.1,43.2,39.1,52.9,28.4,36.1,65,-18.5,0,2015
33,26,110,98.4,0.7826,50.1,48.7,16.1,18,34.1,25.4,41.9,33.3,49,45.7,34.8,36.2,67.1,1.2,0,2015
30,5,98.5,109.3,0.2321,47.9,53.6,19.1,17,24.9,33,26.7,27.8,48.6,57.9,31.3,31.3,68,-15.8,0,2023
32,14,95.6,106.9,0.2165,47.5,48.4,20.7,24.3,32.1,40.1,30.9,51.2,46.7,50.1,33.1,29.8,69,-12.3,0,2015
33,23,109.4,97.6,0.7866,49.9,50.6,15.7,20.6,26.9,29.2,32.5,33.9,50.1,51.5,33,32.9,70.2,1.8,1,2019
31,7,97.8,105.2,0.3022,47.5,52.7,20.4,18,26.3,31,23.9,31.5,45.6,54.6,34.1,32.9,70.2,-15.3,0,2022
29,7,94.4,116.7,0.0797,48.4,56.8,19.9,18,22.3,32.4,27.4,30,46.5,57.4,33.8,37.1,65,-19.4,0,2022
20,5,101,104,0.4172,48.6,53.6,18.6,17.2,21.8,30.9,26.7,31.4,50.1,54.1,31.4,35.1,72.5,-7.7,0,2021
34,19,106.8,95.2,0.7905,45.9,46.2,19.1,19.8,37.4,32.3,37.4,33,45.7,46.9,31,29.7,66.1,-2.7,0,2013
28,9,97.3,114.5,0.1336,51.3,52,20.3,16,31,36.2,27.4,37,50.2,51.7,35.1,35.1,63.8,-14.8,0,2014
32,26,106.7,98.4,0.7184,51.2,48.4,17.4,21.2,33.5,26.1,38.3,41.4,51.4,46.3,33.7,35.2,69.1,-1.1,2,2018
29,20,113.2,105.1,0.7002,54.5,51.7,15.1,19.7,28.8,30.9,36.6,36.2,53.7,51.7,36.9,34.4,64.6,-2.6,0,2015
32,21,109.1,105.3,0.6017,53.7,49.4,18,17,31.7,31.3,45.9,35,52.2,49.8,37.6,32.2,67.5,-5.9,0,2014
34,21,109.8,92.7,0.8749,47.5,48.7,17.6,21.7,33.6,33,31,36,47.4,47.4,31.7,34.1,66.1,2.4,3,2013
30,13,105.4,104.3,0.5296,49.4,52,16.1,18,24,29.1,32.8,35.6,48.1,53.5,34.4,32.9,71.2,-9.6,0,2022
31,9,92.6,109.4,0.1276,45.7,54.1,20,21.1,27.1,35.5,31.6,33.5,44.2,52.8,32.3,37.2,65.2,-15.5,0,2013
32,22,107.5,102,0.6466,50.5,50.8,16.6,17.8,30.7,24.8,34.9,31.1,48.8,50,35.8,34.6,71.5,-4.3,0,2019
39,26,115,93.6,0.9148,52.6,48.3,17.3,19.5,31.7,28.2,31.5,32.1,49.8,46.7,38.7,34.2,68.7,-0.5,0,2018
28,4,89.8,109.4,0.0938,46,50.2,24.5,18.1,30.6,32.5,40.2,41.8,45.8,48,31,35.6,66.2,-20.5,0,2015
29,17,94.1,99.4,0.3488,49.2,49.2,20.4,25.2,27.5,31.1,33.6,45.7,47.5,52.9,35,28.4,70.3,-8.7,0,2022
33,19,103.1,107.6,0.3805,51.9,50.2,20.3,17.9,29,31.9,42.2,31.9,49.7,48.2,37.2,35.7,64.7,-7.2,0,2015
31,17,103.2,104.1,0.4745,51.9,45.3,17.9,17.5,31.4,33,31.2,29.8,50.7,44.5,35.6,31.7,64.3,-7.7,0,2013
35,19,95.3,94.6,0.521,47.7,44.4,21.5,21.6,33.5,32.2,28.9,45.6,47.8,43.2,31.6,32,61.9,-8.4,0,2013
29,13,105.2,102.3,0.5798,52.7,49.8,18.1,17.4,23.9,29.8,34.6,32.4,48,49.2,40.1,34.1,66.8,-7.9,0,2013
36,21,113.9,98.2,0.845,49.8,49.1,16.7,14.6,37.5,27.2,31.7,31.7,48.4,49.5,35.7,32,67.8,0,0,2016
17,5,101,105.5,0.3755,49.7,51.1,19.7,16.7,24.4,28.6,36.1,25,50.4,50.8,32.3,34.3,68.6,-8.7,0,2021
31,9,89.1,107.6,0.103,42.4,51,19.4,20.1,30.1,33.2,32.8,36.4,41.1,51.5,30.1,33.4,65.2,-17.2,0,2015
31,26,111,98.8,0.7919,55.6,49,20.3,24.5,37.6,29.6,41.9,49.1,55.4,48.3,37.3,33.7,66.4,1.2,2,2015
32,15,101.1,111,0.2539,50.5,53.6,18.6,20.5,27,31.9,31.4,36.9,52,53.3,32.4,36,69.2,-11.7,0,2019
29,11,102,109.5,0.307,51.2,53.3,17.4,19.1,28.7,30.7,33.9,32.8,52.7,51.4,31.5,38.3,72.8,-13.9,0,2016
30,11,94.6,117.1,0.0791,48,53.8,19.9,19.3,28,34.6,25.2,33.3,53.7,53.5,29.2,36.1,77.7,-15,0,2019
32,25,107.5,95.7,0.791,50.7,47.7,15.5,21.6,32.3,26.2,33,30.3,49.3,45.6,35.7,33.8,66,-0.9,0,2018
31,15,99,97,0.5607,47.9,46.7,20.2,18.6,33.3,26.1,38.4,32.8,48.6,46.4,30.8,31.4,62.8,-8.3,0,2015
28,2,93.2,115.3,0.0801,44.5,56.7,18.1,20.7,23.4,33.9,31.4,36.5,43.8,55.1,30.5,40,70.8,-21.3,0,2022
30,16,108.1,107.8,0.5084,51.9,53.1,16.6,20.3,28.1,31.6,42.6,38.5,52.6,52.7,33.6,35.9,77.2,-7.6,0,2016
34,20,106.6,102.1,0.6221,48.8,48.5,18.9,20.8,34.5,33.2,43.8,41.3,46.3,49.5,35.8,31,66.9,-6.8,0,2013
34,27,107.6,92.9,0.8434,50.7,48.3,18.4,20.2,30.6,22.4,35.2,25.9,50.6,48,34,32.6,64.5,3.5,2,2022
30,14,98.4,102.6,0.3831,47.7,54.2,19.6,19.2,26.8,23.1,40.5,42.2,44.9,54.1,35.6,36.2,66.5,-9.6,0,2019
30,9,98.6,107.4,0.2718,48.1,51.7,18,15.3,26.7,28.3,28.2,36.3,46.5,53,33.8,33.3,67.6,-16.1,0,2019
32,16,106.8,107,0.4942,54.3,53,18.4,17.2,25.7,32.5,35.7,28,52.3,53.2,37.9,35.2,69.8,-10.3,0,2019
24,9,96.3,100.7,0.3768,48.2,50.8,17.4,19,23.6,26.6,24.5,28.4,46.6,50.5,33.4,34.2,64.7,-11.2,0,2022
26,15,93,104.3,0.2117,44.9,49.1,19.1,20.9,34.4,24.8,25.2,47,44.7,50.2,30.2,31.5,62.1,-10.3,0,2023
